rank,track,primaryArtist,artistCredits,year,trackId,trackPlayUrl,trackPreviewUrl,trackPopularity,durationMs,key,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,albumName,albumArtUrl
41,"Daddy's Home",Shep and the Limelites,Shep and the Limelites,1961-01-01T07:00:00.000Z,2Vr3XMnJyu60xBUUchWUrI,https://open.spotify.com/track/2Vr3XMnJyu60xBUUchWUrI,https://p.scdn.co/mp3-preview/71470c2104f171d113efa574d9536f29b78f98f1?cid=957b95b824cd41e99aa58c2c544d8191,43,174200,5,1,3,0.939,0.493,0.123,0.00000858,0.146,-13.875,0.0366,0.273,144.64,All the Hits and More,https://i.scdn.co/image/ab67616d00001e026d56fb7e03723342d8a9badc
42,"This Time",Troy Shondell,Troy Shondell,1961-01-01T07:00:00.000Z,4dfn4XrQIUAgUU96Ag1Ref,https://open.spotify.com/track/4dfn4XrQIUAgUU96Ag1Ref,https://p.scdn.co/mp3-preview/6db06f72c42f9ecf84daf44e5199e1c170973521?cid=957b95b824cd41e99aa58c2c544d8191,19,157960,2,1,4,0.712,0.453,0.299,0,0.287,-14.331,0.0299,0.341,81.169,Troy Shondell,https://i.scdn.co/image/ab67616d00001e0258682cb16e6201c510f120b3
43,"(I Don't Know Why) But I Do","Clarence Frogman Henry","Clarence Frogman Henry",1961-01-01T07:00:00.000Z,1a9EyBydOYhE7SGSodUIjP,https://open.spotify.com/track/1a9EyBydOYhE7SGSodUIjP,,52,141200,10,1,4,0.563,0.662,0.535,0,0.125,-5.457,0.027,0.83,109.695,"Ain't Got No Home: The Best Of Clarence Frogman Henry (Reissue)",https://i.scdn.co/image/ab67616d00001e0227bdb074064403fafc9c97ea
44,"Asia Minor",Kokomo,Kokomo,1961-01-01T07:00:00.000Z,01ik1zorTnUoyWJho6LQIK,https://open.spotify.com/track/01ik1zorTnUoyWJho6LQIK,https://p.scdn.co/mp3-preview/fd01c169e7d81c977e8ec58d1c9bcd62440bac0c?cid=957b95b824cd41e99aa58c2c544d8191,11,122653,7,0,4,0.164,0.378,0.65,0.00624,0.306,-8.766,0.0332,0.929,203.532,Kokomo (45 Version),https://i.scdn.co/image/ab67616d00001e02401c2459af5c850ed2c0aef2
45,"Hello Walls",Faron Young,Faron Young,1961-01-01T07:00:00.000Z,4dim8F8t01qimHOmr6S3Gd,https://open.spotify.com/track/4dim8F8t01qimHOmr6S3Gd,,54,146840,0,1,4,0.722,0.62,0.406,0.00000673,0.114,-10.421,0.0281,0.695,101.489,The Complete Capitol Hits Of Faron Young,https://i.scdn.co/image/ab67616d00001e0231ad98dc9bfa9bed6bda112a
46,"Runaround Sue",Dion,Dion,1961-01-01T07:00:00.000Z,1DndHckdH9m5rp6gYP086b,https://open.spotify.com/track/1DndHckdH9m5rp6gYP086b,,63,171600,2,1,4,0.451,0.364,0.607,0,0.251,-9.791,0.125,0.598,79.987,Runaround Sue,https://i.scdn.co/image/ab67616d00001e02860a3b044d1715635ad2bad7
47,"Yellow Bird",Arthur Lyman,Arthur Lyman,1961-01-01T07:00:00.000Z,7uJQUtgOzvSlVM3oyY012O,https://open.spotify.com/track/7uJQUtgOzvSlVM3oyY012O,https://p.scdn.co/mp3-preview/53af6491744a0f4ba25c123c1bc0b7c389714f47?cid=957b95b824cd41e99aa58c2c544d8191,43,165667,2,1,4,0.951,0.572,0.0774,0.893,0.115,-26.113,0.0484,0.807,120.311,The Very Best of Arthur Lyman (The Sensual Sounds of Exotica),https://i.scdn.co/image/ab67616d00001e02aa5a980fee650a3fa53567f9
48,"Hurt",Timi Yuro,Timi Yuro,1961-01-01T07:00:00.000Z,6mqfq8EdYoV07TXM2rgPgb,https://open.spotify.com/track/6mqfq8EdYoV07TXM2rgPgb,,46,148467,5,1,3,0.707,0.493,0.244,0.000462,0.121,-11.487,0.0277,0.222,87.044,The Best Of Timi Yuro,https://i.scdn.co/image/ab67616d00001e02892f44a91a252a3ee2ecd743
49,"Hello Mary Lou",Ricky Nelson,Ricky Nelson,1961-01-01T07:00:00.000Z,6ImmlZj8ysK2jDnqqbKp60,https://open.spotify.com/track/6ImmlZj8ysK2jDnqqbKp60,,58,138547,9,1,4,0.502,0.602,0.633,0,0.0614,-9.756,0.0314,0.931,98.995,Rick Is 21,https://i.scdn.co/image/ab67616d00001e02ba71c9b2269ede8b6127fca3
50,"There's a Moon Out Tonight",The Capris,The Capris,1961-01-01T07:00:00.000Z,1BILDfIiSgFh6MvLHjq1Jo,https://open.spotify.com/track/1BILDfIiSgFh6MvLHjq1Jo,https://p.scdn.co/mp3-preview/5cb40018736f8411e3eced82434f65cc9dd7127e?cid=957b95b824cd41e99aa58c2c544d8191,42,134729,6,1,3,0.882,0.494,0.452,0,0.417,-9.907,0.0297,0.603,100.258,There's a Moon out Tonight,https://i.scdn.co/image/ab67616d00001e02e8a46b084c6f01e3be23e52c
51,"Surrender",Elvis Presley,Elvis Presley,1961-01-01T07:00:00.000Z,366wRPrx2airjcCRkxgoS2,https://open.spotify.com/track/366wRPrx2airjcCRkxgoS2,https://p.scdn.co/mp3-preview/421c947298384cef591fbf6de742432c693cbe34?cid=957b95b824cd41e99aa58c2c544d8191,53,114200,3,0,4,0.75,0.38,0.638,0,0.258,-9.647,0.0504,0.749,79.125,"Elvis' Golden Records, Vol. 3",https://i.scdn.co/image/ab67616d00001e02a22455d1ff7031adeaa90a40
52,"I Love How You Love Me",The Paris Sisters,The Paris Sisters,1961-01-01T07:00:00.000Z,4UEWbycxYnl9KkrCl9nXwH,https://open.spotify.com/track/4UEWbycxYnl9KkrCl9nXwH,https://p.scdn.co/mp3-preview/96abbedfa474527baa227c6c417a4d81e5549ae3?cid=957b95b824cd41e99aa58c2c544d8191,40,123834,10,1,3,0.944,0.384,0.452,0.00125,0.224,-8.894,0.0281,0.453,84.857,A Doo Wop Valentine - Original Romantic Harmonies,https://i.scdn.co/image/ab67616d00001e0213e0ca23c5b263c319bb9612
53,"Ya Ya",Lee Dorsey,Lee Dorsey,1961-01-01T07:00:00.000Z,2pMwweGkjNLXZkSDZ63LYf,https://open.spotify.com/track/2pMwweGkjNLXZkSDZ63LYf,https://p.scdn.co/mp3-preview/d4de8444eca4790c07b3ca94cac7c7d07bb81b72?cid=957b95b824cd41e99aa58c2c544d8191,38,146053,5,1,4,0.607,0.758,0.557,0.000218,0.193,-10.106,0.0453,0.887,140.795,The Essential Lee Dorsey,https://i.scdn.co/image/ab67616d00001e024881db2cc9fc9f02ca130189
54,"School Is Out",Gary U.S. Bonds,Gary U.S. Bonds,1961-01-01T07:00:00.000Z,01GarP7Iim3fsxASclkEFW,https://open.spotify.com/track/01GarP7Iim3fsxASclkEFW,,15,149560,10,1,4,0.868,0.464,0.778,0.0000368,0.434,-11.338,0.185,0.812,149.199,The Very Best Of Gary U.S. Bonds (The Original Legrand Masters),https://i.scdn.co/image/ab67616d00001e02aa777eae745ac37d1234a3a8
55,"Mexico",Bob Moore,Bob Moore,1961-01-01T07:00:00.000Z,3Rf03HXu9jgcCtCtT2oT4p,https://open.spotify.com/track/3Rf03HXu9jgcCtCtT2oT4p,https://p.scdn.co/mp3-preview/e43a632e5bac44ed2ea5199d5271929bce39a80a?cid=957b95b824cd41e99aa58c2c544d8191,14,156440,2,1,4,0.185,0.57,0.822,0.913,0.159,-5.66,0.0254,0.978,86.536,Radio Nord & Radio Syd Topplåtarna från 1961-1962,https://i.scdn.co/image/ab67616d00001e026733973cca1c5c9c5970179b
56,"You Don't Know What You've Got (Until You Lose It)",Ral Donner,Ral Donner,1961-01-01T07:00:00.000Z,,,,,,,,,,,,,,,,,,,
57,"Walk Right Back",The Everly Brothers,The Everly Brothers,1961-01-01T07:00:00.000Z,3NUXLtK8UGdD8TvZ12b4dD,https://open.spotify.com/track/3NUXLtK8UGdD8TvZ12b4dD,https://p.scdn.co/mp3-preview/fd549a63a1828b8be4eec6c7882eeaa3e46cef99?cid=957b95b824cd41e99aa58c2c544d8191,53,139640,1,1,4,0.752,0.624,0.358,0,0.0593,-13.199,0.0342,0.871,135.797,The Golden Hits Of The Everly Brothers,https://i.scdn.co/image/ab67616d00001e023b56057c89ad8a6fbb867a01
58,"The Way You Look Tonight",The Lettermen,The Lettermen,1961-01-01T07:00:00.000Z,0f54N3hyrpAP3powCXrUjB,https://open.spotify.com/track/0f54N3hyrpAP3powCXrUjB,https://p.scdn.co/mp3-preview/28157fd711994a70899aef8532158efd23bbed98?cid=957b95b824cd41e99aa58c2c544d8191,21,184189,8,1,4,0.865,0.243,0.399,0.0000379,0.136,-8.886,0.0285,0.129,81.438,By Request,https://i.scdn.co/image/ab67616d00001e02dda755b96f4e382586fbd6cd
59,"Moody River",Pat Boone,Pat Boone,1961-01-01T07:00:00.000Z,2TEdI0KNrYHo4UPhrt0ais,https://open.spotify.com/track/2TEdI0KNrYHo4UPhrt0ais,,36,157267,3,1,4,0.774,0.767,0.269,0,0.0875,-14.983,0.0333,0.534,129.921,Pat Boone's Greatest Hits (Reissue),https://i.scdn.co/image/ab67616d00001e02d45a035dd41e95e048e5e2a8
60,"One Mint Julep",Ray Charles,Ray Charles,1961-01-01T07:00:00.000Z,3Pq3nWYY5IBHfFhCdrZgzt,https://open.spotify.com/track/3Pq3nWYY5IBHfFhCdrZgzt,,25,189227,8,1,4,0.63,0.735,0.457,0.665,0.0357,-12.052,0.135,0.787,129.488,Lounge Jazz,https://i.scdn.co/image/ab67616d00001e026e8e3967738a5b77aeec08ca
61,"Take Good Care of Her",Adam Wade,Adam Wade,1961-01-01T07:00:00.000Z,0XkuWDNnWDOZbGlZFGWMLO,https://open.spotify.com/track/0XkuWDNnWDOZbGlZFGWMLO,https://p.scdn.co/mp3-preview/1540a6d3aff8b8515d8ca27182a489a114c08414?cid=957b95b824cd41e99aa58c2c544d8191,8,146933,11,1,4,0.671,0.473,0.463,0.0000022,0.106,-8.982,0.0392,0.41,114.324,Adam Wade - His Very Best,https://i.scdn.co/image/ab67616d00001e0237a617fb394817b69657c87a
62,"Gee Whiz (Look at His Eyes)",Carla Thomas,Carla Thomas,1961-01-01T07:00:00.000Z,68IngNKFxLJQZvTyzYIKIg,https://open.spotify.com/track/68IngNKFxLJQZvTyzYIKIg,https://p.scdn.co/mp3-preview/a2b59238b5bf598e2c7f07f26652b05927985242?cid=957b95b824cd41e99aa58c2c544d8191,35,141840,5,1,3,0.582,0.228,0.358,0.00000284,0.129,-7.161,0.0306,0.324,179.652,Gee Whiz,https://i.scdn.co/image/ab67616d00001e0244a22eb814554e43cbfc30ad
63,"Stand by Me",Ben E. King,Ben E. King,1961-01-01T07:00:00.000Z,3SdTKo2uVsxFblQjpScoHy,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,https://p.scdn.co/mp3-preview/cdc0401bbc4a03b855d9dd820fdf680917865dba?cid=957b95b824cd41e99aa58c2c544d8191,79,180056,9,1,4,0.57,0.65,0.306,0.00000707,0.0707,-9.443,0.0393,0.605,118.068,Don't Play That Song (Mono),https://i.scdn.co/image/ab67616d00001e021813ea8f590a0aab2820f922
64,"Spanish Harlem",Ben E. King,Ben E. King,1961-01-01T07:00:00.000Z,3UCmuRdeTriWgOZMEJsfqZ,https://open.spotify.com/track/3UCmuRdeTriWgOZMEJsfqZ,https://p.scdn.co/mp3-preview/c2dc18d7a6f9439fc23fb274cd4c53cf06c0f3ed?cid=957b95b824cd41e99aa58c2c544d8191,51,174293,2,1,4,0.32,0.608,0.594,0.0000475,0.129,-11.86,0.0435,0.789,125.166,Spanish Harlem,https://i.scdn.co/image/ab67616d00001e02dc378f9d8af0ae5a3c19d941
65,"It's Gonna Work Out Fine",Ike and Tina Turner,Ike and Tina Turner,1961-01-01T07:00:00.000Z,2vGVafns1VhbbhyIKi5VtL,https://open.spotify.com/track/2vGVafns1VhbbhyIKi5VtL,,16,183347,0,1,4,0.745,0.69,0.69,0.00000634,0.116,-7.465,0.103,0.936,108.037,It's Gonna Work Out Fine,https://i.scdn.co/image/ab67616d00001e028b13638dae7ef5838ddbcd23
66,"Baby Blue",The Echoes,The Echoes,1961-01-01T07:00:00.000Z,5Kt64y0teh7Y23o8JHNC8l,https://open.spotify.com/track/5Kt64y0teh7Y23o8JHNC8l,https://p.scdn.co/mp3-preview/1ba3b2e68928d3dbac59721982a724ff46321a0b?cid=957b95b824cd41e99aa58c2c544d8191,23,156813,7,1,4,0.779,0.5,0.373,0,0.0667,-13.548,0.0275,0.727,132.368,Goldisc Records From The Vault Volume 1,https://i.scdn.co/image/ab67616d00001e02dcbf6ff4c2c793ed4b6fd4e8
67,"Baby Sittin' Boogie",Buzz Clifford,Buzz Clifford,1961-01-01T07:00:00.000Z,06is43MVB1a03zyhtRBLpX,https://open.spotify.com/track/06is43MVB1a03zyhtRBLpX,https://p.scdn.co/mp3-preview/79bbf44cf5b5b092e98b17c08cec92a4fdc89f41?cid=957b95b824cd41e99aa58c2c544d8191,14,124653,1,1,4,0.801,0.476,0.679,0,0.257,-7.001,0.107,0.812,139.291,Right Said Fred: A Barrel Of Laughs,https://i.scdn.co/image/ab67616d00001e02a392827412951b49335bba61
68,"Hats Off to Larry",Del Shannon,Del Shannon,1961-01-01T07:00:00.000Z,0Eok7UwcfOhuNxBNnJzeHY,https://open.spotify.com/track/0Eok7UwcfOhuNxBNnJzeHY,https://p.scdn.co/mp3-preview/a1e315dd650e255da39e2e1c9029c9fe440fbab8?cid=957b95b824cd41e99aa58c2c544d8191,39,122200,11,1,4,0.664,0.44,0.719,0.00000329,0.322,-4.469,0.0348,0.635,79.99,Hats off to Del Shannon,https://i.scdn.co/image/ab67616d00001e026885db99a4f4df7a95227f46
69,"Those Oldies but Goodies",Little Caesar & the Romans,Little Caesar & the Romans,1961-01-01T07:00:00.000Z,05xGj0TWWNfOF76CzY9woN,https://open.spotify.com/track/05xGj0TWWNfOF76CzY9woN,https://p.scdn.co/mp3-preview/9dbe3e7ad0fc3a6334e3d9bb2811ef540ef3b149?cid=957b95b824cd41e99aa58c2c544d8191,24,199132,7,1,3,0.979,0.475,0.257,0.00000368,0.547,-16.965,0.0305,0.508,96.761,Little Caesar and the Romans,https://i.scdn.co/image/ab67616d00001e02feea58978174400fd733581d
70,"The Fly",Chubby Checker,Chubby Checker,1961-01-01T07:00:00.000Z,63u1aZPkSplzbIdyHGpvrG,https://open.spotify.com/track/63u1aZPkSplzbIdyHGpvrG,https://p.scdn.co/mp3-preview/214c84a156e1f2fba2e9088cfa950b69609041c9?cid=957b95b824cd41e99aa58c2c544d8191,27,170653,5,1,4,0.00494,0.456,0.968,0.00705,0.204,-4.916,0.0448,0.962,159.746,The Twist (2016 Re-Recorded Version),https://i.scdn.co/image/ab67616d00001e02779249cdbb92bb8918a5b8fe
71,"(Marie's the Name) His Latest Flame",Elvis Presley,Elvis Presley,1961-01-01T07:00:00.000Z,4qbLOU1T7xgTH87eUSkvJ1,https://open.spotify.com/track/4qbLOU1T7xgTH87eUSkvJ1,https://p.scdn.co/mp3-preview/a26398c1fab71f923251e6d7fc981fcb428b2f74?cid=957b95b824cd41e99aa58c2c544d8191,56,127093,4,0,4,0.568,0.661,0.917,0.00202,0.134,-6.329,0.0375,0.893,105.289,Elvis 30 #1 Hits,https://i.scdn.co/image/ab67616d00001e02a0b8a1ce10fddbba6879262e
72,"Wonderland by Night",Bert Kaempfert,Bert Kaempfert,1961-01-01T07:00:00.000Z,1xDkYGbHn8BSLVRGFrYeuq,https://open.spotify.com/track/1xDkYGbHn8BSLVRGFrYeuq,,47,193107,4,1,4,0.905,0.368,0.27,0.863,0.234,-8.344,0.0272,0.232,70.391,Wonderland By Night (Remastered),https://i.scdn.co/image/ab67616d00001e02d1d3434f564d54ee432dcaca
73,"Bless You",Tony Orlando,Tony Orlando,1961-01-01T07:00:00.000Z,06VKnttgGlIvFhZQgbuQtu,https://open.spotify.com/track/06VKnttgGlIvFhZQgbuQtu,https://p.scdn.co/mp3-preview/c5a16cb1f8de2be7cf02bd3ccf4cee0c93ee0b89?cid=957b95b824cd41e99aa58c2c544d8191,13,138813,1,1,4,0.47,0.429,0.512,0.0000107,0.0674,-6.865,0.0365,0.828,122.794,Halfway to Paradise,https://i.scdn.co/image/ab67616d00001e02510ae1646bd483980b66c579
74,"I've Told Every Little Star",Linda Scott,Linda Scott,1961-01-01T07:00:00.000Z,7bX2lFsG17VF8wiAjkyzIM,https://open.spotify.com/track/7bX2lFsG17VF8wiAjkyzIM,https://p.scdn.co/mp3-preview/b14300b01cfd14ca4bbfb8f47f3354f74a6b9f8e?cid=957b95b824cd41e99aa58c2c544d8191,13,129778,3,1,4,0.493,0.633,0.709,0.0141,0.0991,-8.594,0.0261,0.922,119.933,Linda Scott - I've Told Every Little Star (Reproduction),https://i.scdn.co/image/ab67616d00001e029938c224910336d14a9d41df
75,"One Track Mind",Bobby Lewis,Bobby Lewis,1961-01-01T07:00:00.000Z,6VFtCu4u6NeANjWZO131Sl,https://open.spotify.com/track/6VFtCu4u6NeANjWZO131Sl,https://p.scdn.co/mp3-preview/700fdb15dd5c2090a43d95b03165f824c8d80031?cid=957b95b824cd41e99aa58c2c544d8191,5,125022,10,1,3,0.589,0.606,0.564,0,0.27,-7.237,0.0303,0.971,145.083,Tossin' and Turnin',https://i.scdn.co/image/ab67616d00001e023cb48718a6fff24f13650af3
76,"Angel Baby",Rosie and the Originals,Rosie and the Originals,1961-01-01T07:00:00.000Z,71keN33KR0rS5jwKi4JNLE,https://open.spotify.com/track/71keN33KR0rS5jwKi4JNLE,,57,227624,0,1,3,0.849,0.347,0.177,0.00231,0.113,-15.365,0.0326,0.444,196.501,The Unavailable 16 & The Original Nitty Gritty,https://i.scdn.co/image/ab67616d00001e02323d2727259b0400c2e05963
77,"Pretty Little Angel Eyes",Curtis Lee,Curtis Lee,1961-01-01T07:00:00.000Z,1EWUFMTwyqAzb1p9KFnt02,https://open.spotify.com/track/1EWUFMTwyqAzb1p9KFnt02,https://p.scdn.co/mp3-preview/d17de45edc1e4214d993ef1ea8e91708ad824422?cid=957b95b824cd41e99aa58c2c544d8191,39,153667,4,1,4,0.322,0.644,0.533,0,0.0781,-11.606,0.0566,0.79,112.16,Pop Megahits Of The 1960's - Volume 10,https://i.scdn.co/image/ab67616d00001e024a531806ce560ac8955592fa
78,"Think Twice",Brook Benton,Brook Benton,1961-01-01T07:00:00.000Z,3rjOwWd1wgJNvoqskwcPhT,https://open.spotify.com/track/3rjOwWd1wgJNvoqskwcPhT,https://p.scdn.co/mp3-preview/4e8d4ea758f2bd8570a215719f33252b162f93b6?cid=957b95b824cd41e99aa58c2c544d8191,18,167102,3,1,3,0.935,0.443,0.217,0.00757,0.12,-14.609,0.038,0.321,79.065,The Best of Brook Benton,https://i.scdn.co/image/ab67616d00001e0211e80f3f3f58472504181098
79,"Does Your Chewing Gum Lose Its Flavour (On the Bedpost Overnight?)",Lonnie Donegan,Lonnie Donegan,1961-01-01T07:00:00.000Z,353qxXeS9BNjH1RgfdOXxM,https://open.spotify.com/track/353qxXeS9BNjH1RgfdOXxM,,26,151693,7,1,4,0.619,0.698,0.806,0,0.9,-8.681,0.104,0.934,113.811,Puttin' On The Style,https://i.scdn.co/image/ab67616d00001e02664c97818332766443606c43
80,"Breakin' in a Brand New Broken Heart",Connie Francis,Connie Francis,1961-01-01T07:00:00.000Z,4Z2sM6VTcNZZQjpjR267go,https://open.spotify.com/track/4Z2sM6VTcNZZQjpjR267go,,20,157520,0,1,4,0.824,0.327,0.238,0,0.0877,-7.387,0.0289,0.213,83.352,Gold,https://i.scdn.co/image/ab67616d00001e02c9a04e077308f223269e240f
81,"Mama Said",The Shirelles,The Shirelles,1961-01-01T07:00:00.000Z,5sGeyWYDvUIF7QjERNCY7L,https://open.spotify.com/track/5sGeyWYDvUIF7QjERNCY7L,https://p.scdn.co/mp3-preview/c59c617ebc725fed535fd0e0a6b550d13eeeb7c3?cid=957b95b824cd41e99aa58c2c544d8191,48,130893,8,0,4,0.704,0.604,0.591,0,0.47,-6.874,0.0614,0.829,140.558,Because I Said So (Music From And Inspired By The Motion Picture),https://i.scdn.co/image/ab67616d00001e0290a53a65426b86ef424fb474
82,"Let the Four Winds Blow",Fats Domino,Fats Domino,1961-01-01T07:00:00.000Z,16wsaPpSfcvo9ysLD8BZ4o,https://open.spotify.com/track/16wsaPpSfcvo9ysLD8BZ4o,,31,140107,10,1,4,0.555,0.638,0.451,0.0165,0.119,-11.438,0.0501,0.963,90.193,Greatest Hits: Walking To New Orleans,https://i.scdn.co/image/ab67616d00001e027313f9fa26988b263f725287
83,"The Writing on the Wall",Adam Wade,Adam Wade,1961-01-01T07:00:00.000Z,4ECyERuKQUKEhtQGpoKKwi,https://open.spotify.com/track/4ECyERuKQUKEhtQGpoKKwi,https://p.scdn.co/mp3-preview/6b662f2973f60659e45d8cf92f11cebb763c82fa?cid=957b95b824cd41e99aa58c2c544d8191,10,150240,1,1,4,0.543,0.737,0.283,0.000258,0.0733,-11.696,0.041,0.747,124.07,Pop Megahits Of The 1960's - Volume 10,https://i.scdn.co/image/ab67616d00001e024a531806ce560ac8955592fa
84,"My Kind of Girl",Matt Monro,Matt Monro,1961-01-01T07:00:00.000Z,4otoz66kYmUhJckTRaQVtu,https://open.spotify.com/track/4otoz66kYmUhJckTRaQVtu,https://p.scdn.co/mp3-preview/e3d9ae3a520fd9306bd34f893c399450aa1551c0?cid=957b95b824cd41e99aa58c2c544d8191,28,177600,5,1,4,0.56,0.616,0.185,0,0.157,-14.1,0.0391,0.413,130.849,Essential,https://i.scdn.co/image/ab67616d00001e02940264c8ecfa2a45cd75bdce
85,"Tonight My Love, Tonight",Paul Anka,Paul Anka,1961-01-01T07:00:00.000Z,0hYEYnKYQt5d0zQdUABH3V,https://open.spotify.com/track/0hYEYnKYQt5d0zQdUABH3V,https://p.scdn.co/mp3-preview/d6db025f49eb806f3c30449c2542559ddbc57721?cid=957b95b824cd41e99aa58c2c544d8191,38,128067,4,1,4,0.657,0.545,0.66,0,0.634,-7.872,0.0304,0.884,125.069,Put Your Head On My Shoulder: The Very Best Of Paul Anka,https://i.scdn.co/image/ab67616d00001e02686c29818cd37e585c48e7ef
86,"San Antonio Rose",Floyd Cramer,Floyd Cramer,1961-01-01T07:00:00.000Z,0WnESCgrJ4XBxlsnHMECtl,https://open.spotify.com/track/0WnESCgrJ4XBxlsnHMECtl,https://p.scdn.co/mp3-preview/3067c1f7df6fb5ee3db7942e5cb7624db5ac5c6a?cid=957b95b824cd41e99aa58c2c544d8191,30,139587,2,1,4,0.438,0.575,0.451,0.754,0.172,-14.082,0.0282,0.972,173.573,On the Rebound,https://i.scdn.co/image/ab67616d00001e022b9f21ae6d383b648a20765d
87,"Big Bad John",Jimmy Dean,Jimmy Dean,1961-01-01T07:00:00.000Z,61uAY9xdzYiIbYJ07XvKso,https://open.spotify.com/track/61uAY9xdzYiIbYJ07XvKso,https://p.scdn.co/mp3-preview/0edbcd40953dd523808d94734087f03d233c540f?cid=957b95b824cd41e99aa58c2c544d8191,55,182560,8,1,4,0.596,0.516,0.457,0,0.106,-12.609,0.184,0.455,173.934,The Best Of Jimmy Dean,https://i.scdn.co/image/ab67616d00001e0227d93862a093ad506c03739e
88,"Good Time Baby",Bobby Rydell,Bobby Rydell,1961-01-01T07:00:00.000Z,5Zt2tF219dfVI32VAORqXH,https://open.spotify.com/track/5Zt2tF219dfVI32VAORqXH,,17,129467,5,1,4,0.617,0.506,0.844,0,0.645,-6.58,0.0725,0.854,168.78,The Best Of Bobby Rydell,https://i.scdn.co/image/ab67616d00001e0202a17b44a576ca7deff8d37d
89,"Rubber Ball",Bobby Vee,Bobby Vee,1961-01-01T07:00:00.000Z,35gkASz2Cb1VryMGIuEPjX,https://open.spotify.com/track/35gkASz2Cb1VryMGIuEPjX,,47,144107,9,1,4,0.686,0.423,0.43,0,0.183,-10.325,0.0353,0.77,142.885,Bobby Vee,https://i.scdn.co/image/ab67616d00001e02632787b84938eaa5f159484d
90,"Missing You",Ray Peterson,Ray Peterson,1961-01-01T07:00:00.000Z,0Z06GCuyB8OoinQQltymO8,https://open.spotify.com/track/0Z06GCuyB8OoinQQltymO8,https://p.scdn.co/mp3-preview/760a303ed246c29e4a4dafa51564ae327c62dc83?cid=957b95b824cd41e99aa58c2c544d8191,13,164127,9,1,4,0.875,0.532,0.287,0,0.122,-10.305,0.0325,0.353,90.319,Ray Peterson Sings Tell Laura I Love Her,https://i.scdn.co/image/ab67616d00001e0287c919c6d78aae9c1debc71a
91,"Dum Dum",Brenda Lee,Brenda Lee,1961-01-01T07:00:00.000Z,2amlWbDFBNfQyoHy7mIMnZ,https://open.spotify.com/track/2amlWbDFBNfQyoHy7mIMnZ,,25,146173,6,1,4,0.831,0.691,0.618,0,0.136,-6.678,0.154,0.682,126.533,All The Way,https://i.scdn.co/image/ab67616d00001e02d15515e48e99524e4c09ba57
92,"I'm Gonna Knock on Your Door",Eddie Hodges,Eddie Hodges,1961-01-01T07:00:00.000Z,6C5IC9bZ0q6mI16Hay23gB,https://open.spotify.com/track/6C5IC9bZ0q6mI16Hay23gB,https://p.scdn.co/mp3-preview/8adff0cd5d7a7fec39c74112e51aff37c1aea442?cid=957b95b824cd41e99aa58c2c544d8191,31,126267,2,1,4,0.814,0.767,0.87,0.0037,0.0641,-6.756,0.034,0.991,126.293,Hit Singles - EP,https://i.scdn.co/image/ab67616d00001e02bf10bfee0221bc249f0d14f5
93,"You Can Depend on Me",Brenda Lee,Brenda Lee,1961-01-01T07:00:00.000Z,6sEzDVlcfYn2akvtzUitrb,https://open.spotify.com/track/6sEzDVlcfYn2akvtzUitrb,,31,214520,11,1,3,0.857,0.563,0.153,0.00193,0.085,-13.87,0.0272,0.335,92.487,"Brenda, That's All",https://i.scdn.co/image/ab67616d00001e0266669d20449f25c3da44a94e
94,"Let's Twist Again",Chubby Checker,Chubby Checker,1961-01-01T07:00:00.000Z,1INWPr855fwWdAOeecbu0W,https://open.spotify.com/track/1INWPr855fwWdAOeecbu0W,,66,137360,8,1,4,0.0987,0.604,0.709,0,0.0551,-6.377,0.158,0.907,167.832,It's Pony Time/Let's Twist Again,https://i.scdn.co/image/ab67616d00001e02d14cd6c24470c6de13265d0a
95,"Take Five",The Dave Brubeck Quartet,The Dave Brubeck Quartet,1961-01-01T07:00:00.000Z,1YQWosTIljIvxAgHWTp7KP,https://open.spotify.com/track/1YQWosTIljIvxAgHWTp7KP,https://p.scdn.co/mp3-preview/e07188169190e5892b6425d0ddae3673d375427d?cid=957b95b824cd41e99aa58c2c544d8191,68,324133,8,0,5,0.539,0.454,0.26,0.00078,0.0675,-13.193,0.0401,0.598,174.322,Time Out,https://i.scdn.co/image/ab67616d00001e0200ace5d3c5bffc123ef1eb51
96,"Are You Lonesome Tonight?",Elvis Presley,Elvis Presley,1961-01-01T07:00:00.000Z,6vXZs9rEQF7Nd6O8Ue7NrT,https://open.spotify.com/track/6vXZs9rEQF7Nd6O8Ue7NrT,https://p.scdn.co/mp3-preview/97ebe5aaca81ad0d6a610257212fe1c89279c761?cid=957b95b824cd41e99aa58c2c544d8191,57,187027,7,1,3,0.918,0.355,0.0922,0.000702,0.106,-17.747,0.0515,0.191,65.952,"Elvis' Golden Records, Vol. 3",https://i.scdn.co/image/ab67616d00001e02a22455d1ff7031adeaa90a40
